,School_code,School_name,latest_year_enrolment_FTE,Level_of_schooling,AECG_region,ASGS_remoteness,Latitude,Longitude,Ratio,teacher_demand
1500,4632,Bogangar Public School,344.0,Primary School,Upper North Coast,Major Cities of Australia,-28.338166,153.572189,16.02857142857143,22.0
1501,4633,Jerrabomberra Public School,959.0,Primary School,Upper South Coast,Major Cities of Australia,-35.38609,149.19847,16.02857142857143,60.0
1502,4634,Dalmeny Public School,987.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.947297,150.871393,16.02857142857143,62.0
1503,4635,Cecil Hills Public School,774.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.888597,150.851731,16.02857142857143,49.0
1504,4637,Woongarrah Public School,455.0,Primary School,Central Coast,Major Cities of Australia,-33.242434,151.484133,16.02857142857143,29.0
1505,4638,Ironbark Ridge Public School,974.0,Primary School,Metropolitan West,Major Cities of Australia,-33.687371,150.933259,16.02857142857143,61.0
1506,4639,Kellyville Ridge Public School,780.0,Primary School,Metropolitan West,Major Cities of Australia,-33.705413,150.924005,16.02857142857143,49.0
1507,4640,Sherwood Ridge Public School,821.0,Primary School,Metropolitan West,Major Cities of Australia,-33.706672,150.975587,16.02857142857143,52.0
1508,4641,Shell Cove Public School,519.0,Primary School,Upper South Coast,Major Cities of Australia,-34.595583,150.857477,16.02857142857143,33.0
1509,4642,Ashtonfield Public School,538.0,Primary School,Hunter,Major Cities of Australia,-32.772442,151.600798,16.02857142857143,34.0
1510,4643,North East Public School of Distance Education,276.0,Primary School,Lower North Coast,Inner Regional Australia,-31.429869,152.913872,16.02857142857143,18.0
1511,4644,Bourke-Walgett School of Distance Education,40.0,Primary School,Western 2,Remote Australia,-30.09364,145.949464,16.02857142857143,3.0
1512,4645,Ropes Crossing Public School,847.0,Primary School,Metropolitan West,Major Cities of Australia,-33.734589,150.781136,16.02857142857143,53.0
1513,4646,Elderslie Public School,554.0,Primary School,Dharawal,Major Cities of Australia,-34.054473,150.721773,16.02857142857143,35.0
1514,4647,Middleton Grange Public School,450.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.917335,150.848199,16.02857142857143,28.0
1515,4648,John Palmer Public School,943.0,Primary School,Metropolitan West,Major Cities of Australia,-33.708897,150.910328,16.02857142857143,59.0
1516,4649,Tullimbar Public School,412.0,Primary School,Upper South Coast,Major Cities of Australia,-34.575901,150.751792,16.02857142857143,26.0
1517,4650,Wilton Public School,474.0,Primary School,Dharawal,Inner Regional Australia,-34.229782,150.686362,16.02857142857143,30.0
1518,4651,Oran Park Public School,1591.0,Primary School,Dharawal,Major Cities of Australia,-33.99728,150.73485,16.02857142857143,100.0
1519,4652,Marie Bashir Public School,401.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.875168,151.079424,16.02857142857143,25.0
1520,4653,Riverbank Public School,1740.0,Primary School,Metropolitan West,Major Cities of Australia,-33.703959,150.899525,16.02857142857143,109.0
1521,4654,Lake Cathie Public School,323.0,Primary School,Manning,Inner Regional Australia,-31.570257,152.826093,16.02857142857143,21.0
1522,4655,Victoria Avenue Public School,278.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.847748,151.083379,16.02857142857143,18.0
1523,4656,Anzac Park Public School,747.0,Primary School,Metropolitan North,Major Cities of Australia,-33.826566,151.210731,16.02857142857143,47.0
1524,4657,Spring Farm Public School,588.0,Primary School,Dharawal,Major Cities of Australia,-34.069638,150.714957,16.02857142857143,37.0
1525,4660,Bayanami Public School,362.0,Primary School,Metropolitan West,Major Cities of Australia,-33.80993,151.001264,16.02857142857143,23.0
1526,4662,Wentworth Point Public School,522.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.823709,151.080113,16.02857142857143,33.0
1527,4663,Bella Vista Public School,403.0,Primary School,Metropolitan West,Major Cities of Australia,-33.726556,150.954991,16.02857142857143,26.0
1528,4664,North Kellyville Public School,645.0,Primary School,Metropolitan West,Major Cities of Australia,-33.691337,150.955059,16.02857142857143,41.0
1529,4667,Gledswood Hills Public School,525.0,Primary School,,Major Cities of Australia,-34.012842,150.77618,16.02857142857143,33.0
1530,4668,Smalls Road Public School,55.0,Primary School,,Major Cities of Australia,-33.799393,151.109465,16.02857142857143,4.0
1531,4669,Jordan Springs Public School,312.0,Primary School,,Major Cities of Australia,-33.724924,150.725931,16.02857142857143,20.0
1532,4670,Galungara Public School,,Primary School,,Major Cities of Australia,-33.700355,150.880515,16.02857142857143,26.0
1533,4671,Barramurra Public School,,Primary School,,Major Cities of Australia,-34.006959,150.749038,16.02857142857143,26.0
1534,4672,Denham Court Public School,,Primary School,,Major Cities of Australia,-33.9825,150.8154,16.02857142857143,26.0
1535,4673,Northbourne Public School,,Primary School,,Major Cities of Australia,-33.690447,150.81894,16.02857142857143,26.0
1536,4674,Estella Public School,,Primary School,,Inner Regional Australia,-35.068668,147.358717,16.02857142857143,26.0
1537,5109,Canterbury South Public School,258.0,Primary School,Metropolitan East,Major Cities of Australia,-33.917776,151.116013,16.02857142857143,16.0
1538,5114,Ferncourt Public School,425.0,Primary School,Metropolitan East,Major Cities of Australia,-33.921393,151.151497,16.02857142857143,27.0
1539,5118,Harcourt Public School,466.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.90897,151.095803,16.02857142857143,29.0
1540,5126,Merrylands East Public School,383.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.841954,150.98929,16.02857142857143,24.0
1541,5132,Russell Lea Public School,308.0,Primary School,Metropolitan East,Major Cities of Australia,-33.861418,151.142572,16.02857142857143,20.0
1542,5141,Kyeemagh Public School,78.0,Primary School,Metropolitan East,Major Cities of Australia,-33.94902,151.162305,16.02857142857143,5.0
1543,5166,Casino West Public School,199.0,Primary School,Upper North Coast,Inner Regional Australia,-28.85478,153.036779,16.02857142857143,13.0
1544,5191,Hornsby South Public School,668.0,Primary School,Metropolitan North,Major Cities of Australia,-33.713499,151.095148,16.02857142857143,42.0
1545,5212,Beauty Point Public School,307.0,Primary School,Metropolitan North,Major Cities of Australia,-33.812008,151.241883,16.02857142857143,20.0
1546,5220,Lansvale Public School,710.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.890977,150.953555,16.02857142857143,45.0
1547,5236,Granville East Public School,305.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.84827,151.009981,16.02857142857143,19.0
1548,5238,Westlawn Public School,501.0,Primary School,Upper North Coast,Inner Regional Australia,-29.670687,152.929873,16.02857142857143,32.0
1549,5242,Mulyan Public School,302.0,Primary School,Western 1,Inner Regional Australia,-33.822374,148.687266,16.02857142857143,19.0
1550,5251,Homebush West Public School,576.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.866461,151.06671,16.02857142857143,36.0
1551,5260,Cardiff North Public School,173.0,Primary School,Hunter,Major Cities of Australia,-32.937812,151.665723,16.02857142857143,11.0
1552,5265,Bletchington Public School,645.0,Primary School,Western 1,Inner Regional Australia,-33.268526,149.10357,16.02857142857143,41.0
1553,5272,Heathcote East Public School,121.0,Primary School,Metropolitan East,Major Cities of Australia,-34.082071,151.020259,16.02857142857143,8.0
1554,5302,School of the Air,124.0,Primary School,Western 3,Outer Regional Australia,-31.945382,141.472,16.02857142857143,8.0
1555,5696,Sandon Public School,259.0,Primary School,North Western 2,Inner Regional Australia,-30.497063,151.65599,16.02857142857143,17.0
1556,7301,Canowindra Public School,214.0,Primary School,Western 1,Inner Regional Australia,-33.566198,148.664921,16.02857142857143,14.0
1557,7302,Carlingford Public School,796.0,Primary School,Metropolitan West,Major Cities of Australia,-33.780094,151.055153,16.02857142857143,50.0
1558,7303,Gloucester Public School,310.0,Primary School,Manning,Inner Regional Australia,-32.010211,151.961099,16.02857142857143,20.0
1559,7307,Orange Public School,696.0,Primary School,Western 1,Inner Regional Australia,-33.286264,149.096584,16.02857142857143,44.0
1560,7308,Plattsburg Public School,227.0,Primary School,Hunter,Major Cities of Australia,-32.896354,151.669186,16.02857142857143,15.0
1561,7311,Scone Public School,406.0,Primary School,Hunter,Inner Regional Australia,-32.049446,150.863855,16.02857142857143,26.0
1562,7314,Wingham Public School,301.0,Primary School,Manning,Inner Regional Australia,-31.863383,152.350225,16.02857142857143,19.0
1563,7316,Dorrigo Public School,92.0,Primary School,Lower North Coast,Outer Regional Australia,-30.343091,152.71033,16.02857142857143,6.0
1564,7401,Arncliffe Public School,401.0,Primary School,Metropolitan East,Major Cities of Australia,-33.94054,151.14755,16.02857142857143,25.0
1565,7403,Auburn Public School,508.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.854,151.032953,16.02857142857143,32.0
1566,7404,Balmain Public School,383.0,Primary School,Metropolitan East,Major Cities of Australia,-33.859166,151.183417,16.02857142857143,24.0
1567,7405,Bankstown Public School,775.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.921122,151.034168,16.02857142857143,49.0
1568,7406,Bexley Public School,281.0,Primary School,Metropolitan East,Major Cities of Australia,-33.947687,151.128861,16.02857142857143,18.0
1569,7407,Bondi Public School,571.0,Primary School,Metropolitan East,Major Cities of Australia,-33.892625,151.264753,16.02857142857143,36.0
1570,7408,Bourke Street Public School,442.0,Primary School,Metropolitan East,Major Cities of Australia,-33.890534,151.215737,16.02857142857143,28.0
1571,7409,Chatswood Public School,1343.0,Primary School,Metropolitan North,Major Cities of Australia,-33.798242,151.17759,16.02857142857143,84.0
1572,7411,Croydon Public School,662.0,Primary School,Metropolitan East,Major Cities of Australia,-33.879793,151.114887,16.02857142857143,42.0
1573,7412,Croydon Park Public School,421.0,Primary School,Metropolitan East,Major Cities of Australia,-33.894695,151.108395,16.02857142857143,27.0
1574,7413,Daceyville Public School,268.0,Primary School,Metropolitan East,Major Cities of Australia,-33.929548,151.227984,16.02857142857143,17.0
1575,7414,Darlinghurst Public School,315.0,Primary School,Metropolitan East,Major Cities of Australia,-33.878599,151.223432,16.02857142857143,20.0
1576,7416,Eastwood Public School,892.0,Primary School,Metropolitan North,Major Cities of Australia,-33.792743,151.078474,16.02857142857143,56.0
1577,7418,Gardeners Road Public School,392.0,Primary School,Metropolitan East,Major Cities of Australia,-33.920643,151.198034,16.02857142857143,25.0
1578,7419,Glebe Public School,296.0,Primary School,Metropolitan East,Major Cities of Australia,-33.883685,151.19097,16.02857142857143,19.0
1579,7420,Hamilton Public School,317.0,Primary School,Hunter,Major Cities of Australia,-32.924141,151.74331,16.02857142857143,20.0
1580,7422,Kurri Kurri Public School,580.0,Primary School,Hunter,Major Cities of Australia,-32.821099,151.478156,16.02857142857143,37.0
1581,7423,Leichhardt Public School,723.0,Primary School,Metropolitan East,Major Cities of Australia,-33.88427,151.15814,16.02857142857143,46.0
1582,7424,Liverpool Public School,715.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.923572,150.925924,16.02857142857143,45.0
1583,7427,Maroubra Junction Public School,572.0,Primary School,Metropolitan East,Major Cities of Australia,-33.936072,151.236652,16.02857142857143,36.0
1584,7430,Mosman Public School,655.0,Primary School,Metropolitan North,Major Cities of Australia,-33.828052,151.241198,16.02857142857143,41.0
1585,7431,Newtown Public School,401.0,Primary School,Metropolitan East,Major Cities of Australia,-33.899991,151.179405,16.02857142857143,25.0
1586,7432,Paddington Public School,250.0,Primary School,Metropolitan East,Major Cities of Australia,-33.887603,151.230188,16.02857142857143,16.0
1587,7435,Rozelle Public School,642.0,Primary School,Metropolitan East,Major Cities of Australia,-33.862581,151.169749,16.02857142857143,40.0
1588,7436,Stanmore Public School,623.0,Primary School,Metropolitan East,Major Cities of Australia,-33.895506,151.165283,16.02857142857143,39.0
1589,7442,Woollahra Public School,763.0,Primary School,Metropolitan East,Major Cities of Australia,-33.886379,151.24119,16.02857142857143,48.0
1590,7444,Rosehill Public School,667.0,Primary School,Metropolitan West,Major Cities of Australia,-33.824229,151.018376,16.02857142857143,42.0
1591,7445,Woy Woy Public School,428.0,Primary School,Central Coast,Major Cities of Australia,-33.491705,151.328247,16.02857142857143,27.0
1592,1051,Ardlethan Central School,46.8,Central/Community School,Riverina 1,Outer Regional Australia,-34.354098,146.900557,14.35,4.0
1593,1055,Ariah Park Central School,139.0,Central/Community School,Riverina 1,Outer Regional Australia,-34.346925,147.218018,14.35,10.0
1594,1066,Ashford Central School,136.0,Central/Community School,North Western 2,Outer Regional Australia,-29.321262,151.094638,14.35,10.0
1595,1115,Balranald Central School,154.0,Central/Community School,Riverina 3,Outer Regional Australia,-34.635575,143.564769,14.35,11.0
1596,1130,Baradine Central School,126.0,Central/Community School,North Western 1,Remote Australia,-30.950736,149.070198,14.35,9.0
1597,1131,Barellan Central School,90.3,Central/Community School,Riverina 1,Outer Regional Australia,-34.287799,146.571928,14.35,7.0
1598,1140,Barraba Central School,170.8,Central/Community School,North Western 2,Outer Regional Australia,-30.38239,150.599478,14.35,12.0
1599,1152,Batlow Technology School,130.0,Central/Community School,Riverina 1,Outer Regional Australia,-35.523007,148.146548,14.35,9.0
1600,1234,Bingara Central School,172.0,Central/Community School,North Western 2,Outer Regional Australia,-29.866705,150.56725,14.35,12.0
1601,1237,Binnaway Central School,53.0,Central/Community School,North Western 1,Outer Regional Australia,-31.552793,149.374951,14.35,4.0
